file,WER,S,D,I
CCM-002710-01_L01.wav,68.0,96,11,12
CCM-003094-01_L01.wav,28.571429,32,6,12
CCM-003110-01_L01.wav,19.767442,22,5,7
CCM-003493-01_L01.wav,24.157303,24,5,14
CCM-003998-01_L01.wav,40.340909,49,2,20
CCM-004523-01_L01.wav,26.900585,30,8,8
CCM-004538-01_L01.wav,46.629213,48,25,10
