filename,duration_sec,samplerate,channels
1HC-ACBC-image.wav,48.074666666666666,48000,1
1HC-AQAC-image.wav,103.43733333333333,48000,1
1HC-AVGE-image.wav,72.93466666666667,48000,1
1HC-ECKC-image.wav,80.624,48000,1
1HC-FXRA-image.wav,40.05733333333333,48000,1
1HC-GDZI-image.wav,59.4,48000,1
1HC-IAJC-image.wav,89.03733333333334,48000,1
1HC-IQKL-image.wav,92.12533333333333,48000,1
1HC-KGAP-image.wav,28.00529166666667,48000,1
1HC-KWZA-image.wav,45.268,48000,1
1HC-KXRA-image.wav,82.65866666666666,48000,1
1HC-LKZT-image.wav,66.812,48000,1
1HC-MLSV-image.wav,47.06,48000,1
1HC-MZQO-image.wav,18.528,48000,1
1HC-OZUD-image.wav,66.94533333333334,48000,1
1HC-PLIQ-image.wav,97.16533333333334,48000,1
1HC-PVSZ-image.wav,62.62266666666667,48000,1
1HC-ZANM-image.wav,107.196,48000,1
1HC2-AEOW-image.wav,60.6208,25000,1
1HC2-CEZE-image.wav,22.186666666666667,48000,2
1HC2-DWWQ-image.wav,58.24512,25000,1
1HC2-FCSY-image.wav,48.66048,25000,1
1HC2-GJTD-image.wav,53.373333333333335,48000,2
1HC2-IWVU-image.wav,81.56133333333334,48000,2
1HC2-ODZI-image.wav,72.74496,25000,1
1HC2-OZTK-image.wav,97.97733333333333,48000,2
1HC2-RKHI-image.wav,43.17184,25000,1
1HC2-TATW-image.wav,103.55466666666666,48000,2
1HC2-YSZL-image.wav,56.70133333333333,48000,2
2HC-IWHW-image.wav,45.75389583333333,48000,1
2HC-MLLK-image.wav,77.97377083333333,48000,1
