file,WER,S,D,I
AEX-CAB000-02_L01.wav,10.734463,17,2,0
AEX-CAC000-02_L01.wav,21.022727,21,4,12
AEX-CAG000-01_L01.wav,15.909091,22,1,5
AEX-CLJ000-02_L01.wav,24.431818,16,5,22
AEX-CML000-01_L01.wav,13.068182,17,5,1
AEX-CSR000-01_L01.wav,19.20904,26,7,1
BEX-CDB000-01_L01.wav,18.079096,28,2,2
BEX-CEB000-01_L01.wav,21.590909,26,9,3
BEX-CHE000-01_L01.wav,21.468927,25,12,1
BEX-CKN000-01_L01.wav,14.689266,18,6,2
BEX-CMB000-01_L01.wav,20.903955,24,8,5
BEX-CNKN00-01_L01.wav,22.59887,28,7,5
