file,WER,S,D,I
CCM-003734-01_L01,25.263158,30,16,2
CCM-003734-01_L01,45.19774,47,32,1
CCM-003734-01_L01,35.028249,35,19,8
CCM-003734-01_L01,61.42132,76,43,2
CCM-003734-01_L01,47.395833,52,34,5
CCM-003734-01_L01,37.566138,40,30,1
CCM-003734-01_L01,35.978836,35,32,1
CCM-003734-01_L01,21.546961,28,11,0
