file,WER,S,D,I
CCM-002710-01_L01.wav,69.714286,84,28,10
CCM-003094-01_L01.wav,23.428571,31,5,5
CCM-003110-01_L01.wav,15.168539,19,7,1
CCM-003493-01_L01.wav,35.955056,15,35,14
CCM-003998-01_L01.wav,33.333333,42,7,10
CCM-004523-01_L01.wav,20.467836,27,2,6
CCM-004538-01_L01.wav,37.078652,46,13,7
